Time(s),wg1(cm),wg2(cm),wg3(cm),wg4(cm),wg5(cm),wg6(cm),wg7(cm)
15.214,-0.15,-0.25,0.75,-0.33,0.69,0.42,0.92
15.253,-0.26,-0.08,1.23,-0.41,1.07,0.48,1.3
15.292,-0.38,0.1,1.59,-0.47,1.47,0.46,1.67
15.332,-0.45,0.26,1.85,-0.51,1.84,0.36,1.88
15.371,-0.53,0.46,1.93,-0.53,2.06,0.2,1.9
15.41,-0.6,0.63,1.87,-0.56,2.13,-0.04,1.77
15.45,-0.66,0.81,1.66,-0.58,1.99,-0.3,1.49
15.489,-0.72,0.99,1.34,-0.59,1.64,-0.59,1.1
15.528,-0.76,1.13,1.05,-0.59,1.12,-0.84,0.64
15.568,-0.79,1.23,0.84,-0.61,0.52,-1.04,0.14
15.607,-0.8,1.26,0.7,-0.64,0.03,-1.16,-0.35
15.646,-0.83,1.24,0.55,-0.68,-0.42,-1.19,-0.75
15.685,-0.84,1.2,0.46,-0.73,-0.74,-1.16,-1.03
15.725,-0.86,1.15,0.43,-0.78,-0.9,-1.05,-1.21
15.764,-0.86,1.12,0.4,-0.81,-0.96,-0.86,-1.28
15.803,-0.85,1.06,0.34,-0.82,-0.92,-0.58,-1.29
15.843,-0.83,0.97,0.27,-0.83,-0.8,-0.24,-1.21
15.882,-0.81,0.88,0.19,-0.83,-0.58,0.12,-1.09
15.921,-0.77,0.75,0.08,-0.83,-0.34,0.46,-0.91
15.961,-0.72,0.64,-0.02,-0.83,-0.11,0.72,-0.75
16.0,-0.63,0.53,-0.1,-0.79,0.08,0.85,-0.61
16.039,-0.52,0.43,-0.14,-0.69,0.2,0.87,-0.48
16.079,-0.42,0.34,-0.18,-0.51,0.24,0.85,-0.38
16.118,-0.31,0.26,-0.2,-0.28,0.22,0.8,-0.3
16.157,-0.19,0.18,-0.22,0.01,0.14,0.8,-0.23
16.197,-0.09,0.08,-0.25,0.35,0.05,0.85,-0.17
16.236,0.04,-0.01,-0.32,0.79,-0.07,0.94,-0.12
16.275,0.19,-0.13,-0.4,1.35,-0.19,1.06,-0.1
16.314,0.36,-0.25,-0.47,1.95,-0.28,1.17,-0.1
16.354,0.49,-0.36,-0.54,2.34,-0.37,1.23,-0.09
16.393,0.59,-0.47,-0.6,2.38,-0.43,1.25,-0.09
16.432,0.66,-0.59,-0.64,2.14,-0.49,1.22,-0.09
16.472,0.73,-0.69,-0.66,1.67,-0.53,1.12,-0.06
16.511,0.78,-0.78,-0.68,1.13,-0.57,0.96,-0.04
16.55,0.84,-0.84,-0.72,0.65,-0.61,0.69,-0.01
16.59,0.9,-0.9,-0.78,0.31,-0.64,0.36,0.02
16.629,0.94,-0.94,-0.84,0.06,-0.67,-0.01,0.04
16.668,0.98,-0.96,-0.93,-0.13,-0.68,-0.36,0.06
16.708,1.0,-0.99,-0.98,-0.19,-0.67,-0.68,0.04
16.747,1.02,-1.0,-1.04,-0.17,-0.64,-0.95,0.01
16.786,0.99,-1.01,-1.07,-0.11,-0.61,-1.12,-0.03
16.826,0.97,-1.0,-1.07,-0.06,-0.56,-1.23,-0.09
16.865,0.92,-1.0,-1.04,0.01,-0.5,-1.22,-0.12
16.904,0.86,-0.97,-0.98,0.1,-0.44,-1.15,-0.17
16.943,0.78,-0.95,-0.91,0.17,-0.39,-1.0,-0.2
16.983,0.69,-0.89,-0.84,0.2,-0.33,-0.81,-0.24
17.022,0.57,-0.83,-0.76,0.17,-0.28,-0.6,-0.24
17.061,0.44,-0.76,-0.64,0.11,-0.22,-0.37,-0.17
17.101,0.31,-0.66,-0.49,0.01,-0.14,-0.16,0.0
17.14,0.18,-0.55,-0.23,-0.09,0.01,0.04,0.21
17.179,0.04,-0.43,0.11,-0.21,0.24,0.23,0.49
17.219,-0.09,-0.3,0.55,-0.32,0.55,0.37,0.83
17.258,-0.22,-0.16,1.03,-0.41,0.92,0.46,1.19
17.297,-0.33,0.0,1.46,-0.47,1.32,0.47,1.57
17.337,-0.43,0.19,1.78,-0.5,1.7,0.4,1.86
17.376,-0.51,0.37,1.92,-0.53,1.99,0.23,1.93
17.415,-0.58,0.57,1.91,-0.54,2.12,0.02,1.84
17.455,-0.64,0.75,1.75,-0.57,2.05,-0.24,1.58
17.494,-0.7,0.93,1.44,-0.59,1.8,-0.52,1.2
17.533,-0.74,1.08,1.12,-0.6,1.33,-0.78,0.78
17.572,-0.78,1.19,0.92,-0.62,0.75,-0.98,0.29
17.612,-0.79,1.24,0.76,-0.65,0.22,-1.14,-0.2
17.651,-0.81,1.24,0.62,-0.68,-0.26,-1.19,-0.63
17.69,-0.83,1.21,0.51,-0.73,-0.63,-1.17,-0.95
17.73,-0.84,1.18,0.45,-0.78,-0.85,-1.09,-1.16
17.769,-0.85,1.14,0.4,-0.81,-0.96,-0.91,-1.26
17.808,-0.85,1.09,0.35,-0.83,-0.96,-0.67,-1.29
17.848,-0.84,1.01,0.3,-0.83,-0.85,-0.36,-1.25
17.887,-0.81,0.91,0.21,-0.82,-0.68,-0.02,-1.13
17.926,-0.79,0.79,0.12,-0.83,-0.44,0.33,-0.96
17.966,-0.73,0.69,0.02,-0.84,-0.2,0.62,-0.8
18.005,-0.65,0.57,-0.07,-0.83,0.01,0.8,-0.64
18.044,-0.56,0.47,-0.12,-0.76,0.16,0.85,-0.51
18.084,-0.45,0.37,-0.17,-0.62,0.24,0.84,-0.41
18.123,-0.34,0.3,-0.2,-0.4,0.23,0.79,-0.33
18.162,-0.23,0.22,-0.23,-0.13,0.17,0.78,-0.26
18.201,-0.12,0.13,-0.26,0.19,0.07,0.83,-0.19
18.241,0.0,0.02,-0.31,0.59,-0.04,0.91,-0.14
18.28,0.14,-0.08,-0.37,1.13,-0.15,1.02,-0.11
18.319,0.3,-0.2,-0.44,1.73,-0.26,1.12,-0.09
18.359,0.45,-0.34,-0.51,2.22,-0.35,1.21,-0.09
18.398,0.57,-0.46,-0.57,2.38,-0.43,1.25,-0.09
18.437,0.65,-0.57,-0.62,2.23,-0.48,1.24,-0.09
18.477,0.7,-0.67,-0.66,1.86,-0.53,1.18,-0.07
18.516,0.76,-0.76,-0.68,1.35,-0.57,1.05,-0.05
18.555,0.82,-0.83,-0.74,0.84,-0.61,0.83,-0.03
18.595,0.87,-0.88,-0.78,0.43,-0.63,0.5,0.01
18.634,0.92,-0.93,-0.84,0.16,-0.67,0.14,0.04
18.673,0.97,-0.95,-0.91,-0.08,-0.68,-0.23,0.06
18.713,1.0,-0.97,-0.96,-0.2,-0.67,-0.56,0.04
18.752,1.02,-1.0,-1.02,-0.2,-0.65,-0.86,0.01
18.791,1.02,-1.01,-1.05,-0.14,-0.62,-1.08,-0.03
18.83,0.98,-1.01,-1.07,-0.08,-0.58,-1.19,-0.07
18.87,0.94,-1.0,-1.06,0.01,-0.53,-1.23,-0.12
18.909,0.89,-0.97,-1.02,0.1,-0.48,-1.18,-0.17
18.948,0.82,-0.94,-0.94,0.19,-0.42,-1.05,-0.22
18.988,0.73,-0.9,-0.88,0.21,-0.36,-0.87,-0.25
19.027,0.62,-0.84,-0.79,0.18,-0.32,-0.67,-0.25
19.066,0.49,-0.77,-0.71,0.11,-0.26,-0.46,-0.2
19.106,0.36,-0.7,-0.56,0.01,-0.19,-0.26,-0.07
19.145,0.23,-0.59,-0.33,-0.09,-0.06,-0.05,0.13
19.184,0.09,-0.47,-0.01,-0.2,0.13,0.14,0.4
19.224,-0.04,-0.34,0.4,-0.29,0.42,0.3,0.71
19.263,-0.18,-0.18,0.86,-0.36,0.76,0.42,1.05
19.302,-0.3,-0.04,1.3,-0.42,1.14,0.48,1.44
19.342,-0.39,0.13,1.66,-0.46,1.54,0.45,1.79
19.381,-0.47,0.3,1.88,-0.5,1.88,0.31,1.93
19.42,-0.54,0.48,1.92,-0.53,2.09,0.11,1.9
19.459,-0.61,0.69,1.81,-0.58,2.11,-0.15,1.69
19.499,-0.67,0.88,1.55,-0.61,1.94,-0.42,1.35
19.538,-0.72,1.03,1.23,-0.64,1.54,-0.7,0.92
19.577,-0.77,1.15,0.97,-0.65,1.0,-0.92,0.45
19.617,-0.78,1.21,0.82,-0.65,0.44,-1.09,-0.05
19.656,-0.8,1.24,0.69,-0.67,-0.05,-1.18,-0.51
19.695,-0.81,1.23,0.55,-0.7,-0.49,-1.21,-0.87
19.735,-0.83,1.2,0.46,-0.73,-0.78,-1.15,-1.09
19.774,-0.83,1.15,0.41,-0.77,-0.92,-0.98,-1.22
19.813,-0.84,1.09,0.38,-0.79,-0.97,-0.77,-1.27
19.853,-0.83,1.03,0.32,-0.81,-0.9,-0.48,-1.26
19.892,-0.8,0.95,0.25,-0.82,-0.76,-0.14,-1.16
19.931,-0.78,0.85,0.17,-0.84,-0.54,0.21,-1.01
19.97,-0.72,0.75,0.08,-0.86,-0.29,0.52,-0.83
20.01,-0.67,0.61,-0.02,-0.86,-0.06,0.72,-0.69
20.049,-0.58,0.49,-0.09,-0.81,0.13,0.83,-0.55
20.088,-0.49,0.38,-0.14,-0.69,0.22,0.83,-0.45
20.128,-0.38,0.3,-0.2,-0.49,0.24,0.79,-0.38
20.167,-0.26,0.23,-0.23,-0.22,0.21,0.77,-0.31
20.206,-0.16,0.16,-0.28,0.09,0.12,0.79,-0.25
20.246,-0.05,0.07,-0.31,0.46,0.01,0.87,-0.19
20.285,0.09,-0.05,-0.36,0.92,-0.11,0.98,-0.14
20.324,0.24,-0.17,-0.42,1.49,-0.23,1.09,-0.11
20.364,0.41,-0.31,-0.49,2.04,-0.33,1.16,-0.09
20.403,0.53,-0.43,-0.54,2.35,-0.41,1.22,-0.07
20.442,0.62,-0.54,-0.6,2.32,-0.48,1.24,-0.09
20.482,0.69,-0.64,-0.65,2.02,-0.53,1.21,-0.07
20.521,0.73,-0.72,-0.68,1.53,-0.56,1.12,-0.06
20.56,0.79,-0.79,-0.73,1.01,-0.6,0.93,-0.04
20.599,0.86,-0.85,-0.77,0.56,-0.63,0.65,-0.01
20.639,0.91,-0.91,-0.84,0.26,-0.65,0.28,0.02
20.678,0.96,-0.95,-0.89,0.01,-0.67,-0.08,0.03
20.717,0.99,-0.99,-0.95,-0.16,-0.68,-0.45,0.03
20.757,1.02,-1.0,-0.99,-0.19,-0.67,-0.74,0.01
20.796,1.02,-1.0,-1.03,-0.14,-0.63,-0.99,-0.03
20.835,1.0,-0.99,-1.05,-0.08,-0.61,-1.16,-0.06
20.875,0.97,-0.97,-1.05,-0.01,-0.56,-1.23,-0.11
20.914,0.92,-0.96,-1.02,0.07,-0.5,-1.21,-0.16
20.953,0.85,-0.95,-0.96,0.15,-0.46,-1.1,-0.19
20.993,0.77,-0.91,-0.89,0.2,-0.39,-0.95,-0.24
21.032,0.66,-0.87,-0.82,0.2,-0.33,-0.76,-0.26
21.071,0.55,-0.79,-0.73,0.15,-0.28,-0.55,-0.24
21.111,0.41,-0.71,-0.6,0.06,-0.21,-0.35,-0.14
21.15,0.28,-0.61,-0.41,-0.05,-0.12,-0.14,0.03
21.189,0.15,-0.49,-0.12,-0.16,0.05,0.06,0.28
21.228,0.01,-0.37,0.25,-0.27,0.29,0.24,0.57
21.268,-0.12,-0.24,0.71,-0.35,0.62,0.39,0.92
21.307,-0.25,-0.1,1.17,-0.42,0.99,0.47,1.31
21.346,-0.36,0.07,1.56,-0.47,1.39,0.47,1.68
21.386,-0.45,0.25,1.81,-0.5,1.78,0.37,1.9
21.425,-0.53,0.44,1.91,-0.53,2.05,0.2,1.94
21.464,-0.59,0.64,1.85,-0.56,2.13,-0.04,1.79
21.504,-0.65,0.83,1.64,-0.59,2.02,-0.32,1.49
21.543,-0.7,0.99,1.33,-0.61,1.68,-0.6,1.09
21.582,-0.74,1.12,1.06,-0.63,1.18,-0.85,0.64
21.622,-0.77,1.2,0.88,-0.65,0.62,-1.04,0.15
21.661,-0.78,1.25,0.73,-0.67,0.12,-1.16,-0.33
21.7,-0.8,1.24,0.6,-0.7,-0.34,-1.22,-0.73
21.74,-0.81,1.21,0.49,-0.73,-0.68,-1.18,-1.01
21.779,-0.83,1.17,0.43,-0.76,-0.87,-1.05,-1.18
21.818,-0.83,1.11,0.4,-0.79,-0.95,-0.86,-1.26
21.857,-0.83,1.06,0.35,-0.8,-0.94,-0.6,-1.27
21.897,-0.8,0.99,0.3,-0.82,-0.82,-0.28,-1.2
21.936,-0.78,0.88,0.22,-0.83,-0.63,0.08,-1.08
21.975,-0.74,0.77,0.12,-0.85,-0.4,0.4,-0.91
22.015,-0.68,0.64,0.01,-0.85,-0.15,0.66,-0.75
22.054,-0.61,0.52,-0.08,-0.82,0.06,0.8,-0.61
22.093,-0.52,0.42,-0.15,-0.73,0.2,0.84,-0.5
22.133,-0.42,0.34,-0.2,-0.56,0.26,0.81,-0.41
22.172,-0.31,0.26,-0.24,-0.31,0.24,0.78,-0.32
22.211,-0.2,0.18,-0.26,-0.01,0.17,0.78,-0.26
22.251,-0.1,0.08,-0.3,0.34,0.06,0.83,-0.19
22.29,0.03,-0.02,-0.33,0.78,-0.08,0.92,-0.14
22.329,0.17,-0.13,-0.4,1.33,-0.21,1.04,-0.12
22.369,0.34,-0.26,-0.47,1.9,-0.33,1.13,-0.11
22.408,0.49,-0.37,-0.54,2.29,-0.41,1.19,-0.1
22.447,0.59,-0.49,-0.61,2.34,-0.48,1.23,-0.1
22.486,0.66,-0.6,-0.65,2.12,-0.51,1.22,-0.1
22.526,0.71,-0.7,-0.7,1.68,-0.54,1.17,-0.07
22.565,0.78,-0.78,-0.72,1.16,-0.56,1.03,-0.05
22.604,0.83,-0.84,-0.76,0.69,-0.58,0.78,-0.01
22.644,0.89,-0.89,-0.79,0.35,-0.63,0.43,0.01
22.683,0.94,-0.93,-0.84,0.09,-0.65,0.05,0.02
22.722,0.98,-0.95,-0.91,-0.12,-0.68,-0.32,0.03
22.762,1.02,-0.96,-0.96,-0.19,-0.69,-0.65,0.0
22.801,1.02,-0.97,-1.0,-0.16,-0.68,-0.91,-0.03
22.84,1.02,-0.97,-1.04,-0.1,-0.63,-1.11,-0.07
22.88,0.98,-0.97,-1.06,-0.03,-0.6,-1.22,-0.11
22.919,0.93,-0.97,-1.04,0.05,-0.53,-1.22,-0.13
22.958,0.87,-0.95,-0.99,0.13,-0.44,-1.15,-0.17
22.998,0.79,-0.93,-0.92,0.19,-0.37,-1.0,-0.2
23.037,0.69,-0.87,-0.84,0.2,-0.32,-0.84,-0.24
23.076,0.58,-0.79,-0.74,0.16,-0.27,-0.64,-0.23
23.115,0.45,-0.72,-0.62,0.07,-0.22,-0.42,-0.17
23.155,0.32,-0.63,-0.44,-0.03,-0.15,-0.21,-0.03
23.194,0.18,-0.52,-0.19,-0.13,-0.02,-0.01,0.16
23.233,0.05,-0.41,0.17,-0.24,0.2,0.18,0.44
23.273,-0.09,-0.28,0.6,-0.34,0.5,0.35,0.77
23.312,-0.2,-0.13,1.05,-0.41,0.89,0.45,1.13
23.351,-0.32,0.04,1.46,-0.47,1.29,0.47,1.54
23.391,-0.42,0.22,1.76,-0.5,1.7,0.41,1.84
23.43,-0.5,0.4,1.9,-0.53,2.01,0.27,1.95
23.469,-0.56,0.59,1.89,-0.55,2.13,0.04,1.88
23.509,-0.63,0.77,1.71,-0.58,2.06,-0.23,1.63
23.548,-0.67,0.94,1.4,-0.61,1.78,-0.52,1.24
23.587,-0.72,1.09,1.12,-0.62,1.33,-0.79,0.8
23.627,-0.76,1.19,0.92,-0.64,0.78,-1.0,0.33
23.666,-0.78,1.25,0.78,-0.65,0.27,-1.15,-0.17
23.705,-0.79,1.25,0.64,-0.68,-0.21,-1.22,-0.61
23.744,-0.8,1.21,0.53,-0.71,-0.61,-1.21,-0.91
23.784,-0.83,1.17,0.45,-0.76,-0.84,-1.1,-1.13
23.823,-0.83,1.13,0.42,-0.78,-0.95,-0.92,-1.22
23.862,-0.84,1.08,0.38,-0.81,-0.95,-0.68,-1.27
23.902,-0.83,1.01,0.31,-0.82,-0.85,-0.37,-1.23
23.941,-0.8,0.91,0.23,-0.83,-0.67,-0.04,-1.13
23.98,-0.76,0.79,0.13,-0.84,-0.43,0.3,-0.97
24.02,-0.71,0.67,0.03,-0.85,-0.2,0.59,-0.81
24.059,-0.65,0.55,-0.05,-0.83,0.01,0.78,-0.67
24.098,-0.57,0.46,-0.13,-0.75,0.15,0.85,-0.54
24.138,-0.46,0.37,-0.19,-0.59,0.22,0.85,-0.44
24.177,-0.36,0.3,-0.23,-0.36,0.22,0.8,-0.36
24.216,-0.26,0.22,-0.26,-0.07,0.17,0.78,-0.28
24.256,-0.16,0.12,-0.3,0.27,0.08,0.81,-0.22
24.295,-0.03,0.01,-0.34,0.68,-0.04,0.88,-0.17
24.334,0.1,-0.11,-0.4,1.2,-0.18,1.0,-0.12
24.373,0.26,-0.2,-0.46,1.78,-0.29,1.1,-0.1
24.413,0.42,-0.32,-0.52,2.24,-0.39,1.18,-0.1
24.452,0.55,-0.45,-0.57,2.37,-0.47,1.23,-0.09
24.491,0.64,-0.54,-0.62,2.2,-0.51,1.24,-0.1
24.531,0.69,-0.65,-0.66,1.8,-0.55,1.19,-0.1
24.57,0.73,-0.75,-0.7,1.28,-0.57,1.07,-0.07
24.609,0.8,-0.83,-0.73,0.8,-0.58,0.85,-0.05
24.649,0.86,-0.88,-0.78,0.43,-0.62,0.54,-0.01
24.688,0.92,-0.91,-0.83,0.16,-0.63,0.17,0.01
24.727,0.97,-0.93,-0.89,-0.07,-0.67,-0.22,0.02
24.767,1.0,-0.94,-0.95,-0.18,-0.68,-0.55,0.02
24.806,1.02,-0.95,-0.99,-0.17,-0.68,-0.84,-0.01
24.845,1.02,-0.96,-1.03,-0.11,-0.65,-1.05,-0.05
24.884,0.99,-0.97,-1.04,-0.05,-0.62,-1.18,-0.09
24.924,0.94,-0.97,-1.03,0.02,-0.55,-1.23,-0.11
24.963,0.89,-0.95,-0.98,0.12,-0.48,-1.18,-0.14
25.002,0.82,-0.93,-0.93,0.19,-0.4,-1.06,-0.17
25.042,0.73,-0.88,-0.84,0.21,-0.33,-0.9,-0.22
25.081,0.63,-0.81,-0.76,0.18,-0.27,-0.7,-0.22
25.12,0.5,-0.73,-0.65,0.09,-0.22,-0.48,-0.17
25.16,0.38,-0.65,-0.49,-0.01,-0.15,-0.26,-0.07
25.199,0.24,-0.55,-0.24,-0.12,-0.04,-0.04,0.12
25.238,0.11,-0.46,0.09,-0.23,0.15,0.16,0.35
25.278,-0.03,-0.35,0.51,-0.33,0.44,0.33,0.65
25.317,-0.16,-0.2,0.95,-0.41,0.8,0.45,0.99
25.356,-0.27,-0.02,1.35,-0.46,1.21,0.47,1.38
25.396,-0.37,0.14,1.67,-0.48,1.62,0.41,1.75
25.435,-0.46,0.34,1.87,-0.5,1.95,0.28,1.93
25.474,-0.54,0.52,1.89,-0.52,2.11,0.06,1.92
25.513,-0.59,0.7,1.75,-0.55,2.09,-0.18,1.73
25.553,-0.66,0.85,1.48,-0.59,1.84,-0.45,1.39
25.592,-0.7,1.02,1.19,-0.61,1.42,-0.71,0.96
25.631,-0.74,1.17,0.98,-0.64,0.91,-0.93,0.49
25.671,-0.77,1.24,0.83,-0.65,0.38,-1.09,0.0
25.71,-0.78,1.25,0.69,-0.68,-0.11,-1.18,-0.46
25.749,-0.81,1.23,0.55,-0.71,-0.53,-1.18,-0.83
25.789,-0.83,1.18,0.48,-0.74,-0.8,-1.12,-1.07
25.828,-0.84,1.14,0.43,-0.77,-0.91,-0.98,-1.22
25.867,-0.84,1.09,0.39,-0.79,-0.94,-0.76,-1.28
25.907,-0.83,1.03,0.34,-0.8,-0.87,-0.46,-1.27
25.946,-0.81,0.94,0.25,-0.81,-0.7,-0.13,-1.18
25.985,-0.78,0.82,0.17,-0.83,-0.48,0.24,-1.04
26.025,-0.74,0.7,0.07,-0.84,-0.23,0.55,-0.88
26.064,-0.68,0.58,-0.03,-0.83,-0.02,0.78,-0.71
26.103,-0.6,0.49,-0.12,-0.77,0.13,0.87,-0.56
26.142,-0.51,0.41,-0.19,-0.64,0.22,0.86,-0.45
26.182,-0.39,0.32,-0.22,-0.41,0.22,0.8,-0.36
26.221,-0.3,0.24,-0.25,-0.13,0.19,0.77,-0.29
26.26,-0.18,0.16,-0.29,0.21,0.08,0.78,-0.23
26.3,-0.06,0.05,-0.32,0.61,-0.02,0.85,-0.16
26.339,0.07,-0.06,-0.36,1.09,-0.15,0.97,-0.12
26.378,0.22,-0.17,-0.43,1.64,-0.27,1.1,-0.1
26.418,0.38,-0.28,-0.5,2.13,-0.37,1.19,-0.09
26.457,0.51,-0.39,-0.55,2.34,-0.44,1.25,-0.09
26.496,0.6,-0.51,-0.61,2.24,-0.5,1.25,-0.1
26.536,0.66,-0.61,-0.65,1.91,-0.53,1.21,-0.09
26.575,0.72,-0.72,-0.68,1.42,-0.56,1.09,-0.09
26.614,0.78,-0.81,-0.72,0.92,-0.57,0.9,-0.06
26.654,0.84,-0.85,-0.76,0.5,-0.6,0.61,-0.04
26.693,0.9,-0.89,-0.81,0.22,-0.63,0.27,0.0
26.732,0.94,-0.91,-0.86,-0.03,-0.65,-0.1,0.02
26.771,0.98,-0.91,-0.93,-0.16,-0.68,-0.46,0.02
26.811,1.02,-0.94,-0.97,-0.16,-0.68,-0.77,0.0
26.85,1.03,-0.95,-1.02,-0.11,-0.65,-1.02,-0.03
26.889,1.0,-0.97,-1.03,-0.04,-0.61,-1.17,-0.07
26.929,0.97,-0.99,-1.03,0.03,-0.54,-1.24,-0.1
26.968,0.92,-0.97,-1.0,0.12,-0.47,-1.22,-0.12
27.007,0.85,-0.95,-0.94,0.19,-0.4,-1.1,-0.14
27.047,0.77,-0.9,-0.87,0.21,-0.33,-0.93,-0.17
27.086,0.68,-0.83,-0.78,0.18,-0.27,-0.73,-0.19
27.125,0.56,-0.76,-0.68,0.1,-0.22,-0.49,-0.17
27.165,0.43,-0.67,-0.54,0.01,-0.18,-0.27,-0.09
27.204,0.3,-0.59,-0.33,-0.1,-0.07,-0.05,0.07
27.243,0.16,-0.51,-0.03,-0.21,0.1,0.14,0.31
27.283,0.02,-0.41,0.34,-0.31,0.38,0.3,0.58
27.322,-0.11,-0.26,0.77,-0.39,0.73,0.41,0.91
27.361,-0.23,-0.11,1.19,-0.44,1.13,0.47,1.29
27.4,-0.34,0.07,1.55,-0.47,1.53,0.43,1.65
27.44,-0.44,0.26,1.79,-0.49,1.87,0.3,1.9
27.479,-0.51,0.44,1.88,-0.51,2.08,0.11,1.94
27.518,-0.58,0.61,1.81,-0.53,2.1,-0.14,1.8
27.558,-0.64,0.78,1.59,-0.57,1.91,-0.41,1.49
27.597,-0.68,0.96,1.29,-0.59,1.53,-0.67,1.07
27.636,-0.72,1.12,1.06,-0.61,1.03,-0.9,0.61
27.676,-0.76,1.21,0.9,-0.63,0.5,-1.08,0.13
27.715,-0.78,1.24,0.74,-0.65,0.02,-1.17,-0.36
27.754,-0.8,1.21,0.61,-0.68,-0.41,-1.18,-0.75
27.794,-0.84,1.18,0.5,-0.72,-0.71,-1.12,-1.02
27.833,-0.85,1.14,0.44,-0.76,-0.87,-0.99,-1.19
27.872,-0.86,1.11,0.4,-0.79,-0.91,-0.77,-1.27
27.912,-0.86,1.06,0.34,-0.8,-0.85,-0.49,-1.27
27.951,-0.84,0.96,0.29,-0.82,-0.73,-0.17,-1.21
27.99,-0.8,0.85,0.2,-0.83,-0.51,0.17,-1.09
28.029,-0.77,0.73,0.11,-0.84,-0.28,0.49,-0.91
28.069,-0.71,0.61,0.0,-0.84,-0.06,0.74,-0.74
28.108,-0.64,0.52,-0.1,-0.79,0.1,0.87,-0.59
28.147,-0.54,0.44,-0.18,-0.67,0.21,0.87,-0.46
28.187,-0.44,0.36,-0.22,-0.47,0.22,0.81,-0.36
28.226,-0.34,0.28,-0.24,-0.22,0.19,0.75,-0.29
28.265,-0.22,0.18,-0.26,0.09,0.12,0.74,-0.22
28.305,-0.11,0.08,-0.3,0.44,0.0,0.8,-0.16
28.344,0.02,-0.02,-0.33,0.89,-0.12,0.92,-0.12
28.383,0.16,-0.13,-0.4,1.42,-0.25,1.06,-0.1
28.423,0.32,-0.24,-0.47,1.95,-0.34,1.18,-0.09
28.462,0.48,-0.35,-0.54,2.28,-0.43,1.25,-0.09
28.501,0.58,-0.47,-0.6,2.28,-0.48,1.28,-0.09
28.541,0.64,-0.58,-0.63,2.03,-0.53,1.24,-0.09
28.58,0.69,-0.69,-0.67,1.6,-0.54,1.13,-0.07
28.619,0.76,-0.77,-0.71,1.1,-0.56,0.96,-0.06
28.658,0.82,-0.83,-0.74,0.64,-0.58,0.69,-0.03
28.698,0.87,-0.87,-0.78,0.32,-0.61,0.35,-0.01
28.737,0.92,-0.89,-0.84,0.07,-0.64,-0.02,0.01
28.776,0.97,-0.9,-0.91,-0.11,-0.67,-0.37,0.01
28.816,1.0,-0.93,-0.95,-0.14,-0.68,-0.7,0.0
28.855,1.02,-0.94,-0.99,-0.11,-0.65,-0.95,-0.03
28.894,1.02,-0.97,-1.03,-0.05,-0.62,-1.14,-0.07
28.934,0.98,-0.99,-1.03,0.02,-0.55,-1.22,-0.09
28.973,0.93,-0.99,-1.02,0.09,-0.48,-1.21,-0.11
29.012,0.87,-0.96,-0.97,0.17,-0.4,-1.11,-0.12
29.052,0.79,-0.93,-0.89,0.21,-0.33,-0.95,-0.16
29.091,0.7,-0.85,-0.82,0.2,-0.28,-0.76,-0.17
29.13,0.59,-0.78,-0.74,0.13,-0.23,-0.53,-0.17
29.17,0.48,-0.71,-0.61,0.03,-0.2,-0.3,-0.1
29.209,0.35,-0.63,-0.43,-0.07,-0.12,-0.09,0.04
29.248,0.21,-0.54,-0.15,-0.18,0.02,0.11,0.26
29.287,0.08,-0.46,0.19,-0.29,0.26,0.28,0.52
29.327,-0.06,-0.32,0.61,-0.37,0.58,0.4,0.84
29.366,-0.19,-0.17,1.02,-0.43,0.96,0.47,1.2
29.405,-0.31,0.0,1.39,-0.46,1.36,0.45,1.61
29.445,-0.4,0.19,1.69,-0.48,1.75,0.33,1.88
29.484,-0.49,0.37,1.87,-0.49,2.02,0.15,1.95
29.523,-0.56,0.54,1.86,-0.52,2.1,-0.1,1.83
29.563,-0.61,0.71,1.69,-0.54,1.98,-0.37,1.55
29.602,-0.67,0.89,1.41,-0.58,1.67,-0.62,1.15
29.641,-0.72,1.06,1.14,-0.6,1.22,-0.86,0.71
29.681,-0.76,1.19,0.96,-0.62,0.71,-1.04,0.23
29.72,-0.79,1.23,0.81,-0.64,0.22,-1.15,-0.24
29.759,-0.8,1.23,0.65,-0.66,-0.23,-1.18,-0.65
29.798,-0.83,1.19,0.52,-0.7,-0.6,-1.14,-0.96
29.838,-0.85,1.15,0.44,-0.74,-0.8,-1.0,-1.15
29.877,-0.86,1.12,0.41,-0.78,-0.89,-0.8,-1.26
29.916,-0.86,1.08,0.37,-0.8,-0.88,-0.54,-1.27
29.956,-0.85,1.0,0.31,-0.82,-0.78,-0.23,-1.23
29.995,-0.83,0.9,0.23,-0.83,-0.6,0.11,-1.1
30.034,-0.79,0.78,0.14,-0.84,-0.36,0.42,-0.93
30.074,-0.74,0.66,0.03,-0.84,-0.13,0.68,-0.75
30.113,-0.67,0.57,-0.07,-0.81,0.06,0.81,-0.58
30.152,-0.59,0.47,-0.14,-0.71,0.19,0.85,-0.45
30.192,-0.49,0.38,-0.19,-0.55,0.23,0.79,-0.35
30.231,-0.38,0.31,-0.23,-0.32,0.2,0.71,-0.28
30.27,-0.26,0.22,-0.25,-0.04,0.13,0.69,-0.24
30.31,-0.16,0.12,-0.29,0.29,0.02,0.75,-0.19
30.349,-0.03,0.01,-0.32,0.69,-0.08,0.87,-0.16
